C,G,Am,F
C,F,G,C
C,F,Gsus4,G
C,Am,Dm,G
C,Dm,F,G
C,G,Am,G
Am,Dm,E,Am
Am,C,Dm,Em
C,Am,F,G
C,F,C,G
C,C,Ebm,F
C,E,F,Fm
Dm,C,G,Bbm
G,G,F,C
Am,F,C,G
Am,E7,D,G7

